author,categoria,ciberacoso,texto,Unnamed: 4
DaniSalazar0913,0,0.0,Sufrimiento inútil que  no va a llevar a nada.,
jorgeli_QA,0,0.0,"Debemos tener mucho cuidado de no caer en una espiral, un tira y afloje inútil q solo nutre la polarización que harto daño nos ha causado como nación.",
nataliacapoteee,0,0.0,Me estresa que le gente sea tan inútil 😭,
unSRmas,0,0.0,Nigeria tiene el PIB casi igual o hasta mayor que Colombia y aún así les parece inútil buscar relaciones con países de África.,
juanseramirez12,0,0.0,El expresidente inútil del golfo defendiendo el fiscal del golfo… Ojala algún día estén presos y haya un representante digno de ser fiscal..,
"sornerohpta
",2,1.0,burra la gran puta de tu madre,
"analubonilla
",0,0.0,Ser tú madre es lo mejor que me ha pasado en la vida!!! Te amo mi Ana Milena ⭐️🙏💚 Feliz día a todas las mamitas!!!,
"MValjean
",2,1.0,Entre las putas tu madre de primera!,
"JUANKADALID
",0,0.0,"Que el amor por tu madre sea igual de intenso hasta  en su vejez.. 365, 24/7... ❤️‍🔥✍️🏾",
AlexanderEsp77,2,1.0,"Bro , ya lo hice pero con tú madre , aquí está tu padre al que tanto has buscado por tanto tiempo .",
"crn9492
",2,1.0,De que hablas si a tu madre la tengo al día ?,
MartinPiedrahi5,0,0.0,"Es muy hermosa tú madre, que el señor todopoderoso té la cuide siempre… 🌺🌺🌺",
Mastropiero87,2,1.0,tu madre la pongo en cuatro,
RafaelA13377801,0,0.0,"Felicitaciones negro , a ti y a tu Madre .Los queremos mucho .",
LuisFer47994863,2,1.0,jajaja tu mamá es una payasa,
"CrPalacio
",2,1.0,pone a tu madre a jugar mejor inservible,
camilo0928,0,0.0,que prefieres estar con tú madre o tu equipo… hay prioridades… mil veces escogería estar con mi madre,
"soyjaviewr
",2,1.0,VENI HACELO PUES SAPO HPTA PA TIRAR A TU MADRE PEDAZO DE SAPA,
"soyjaviewr
",2,1.0,y yo merezco a tu madre en 4,
"soyjaviewr
",2,1.0,tu madre me la chupa,
JoseMarcosGamb2,0,0.0,"Fuerza Liliana de esta sale airosa, tu madre...... Animo",
"Rojesama2
",0,0.0,Un Felíz día a tu madre que tuvo tres maravillosas damiselas. Tres reinas.,
"josejzamorano
",0,0.0,"Cariño, mejor dale un beso grande a tu madre de parte de todos nosotros y otro gigantesco a ese papámamá que te acompaña a todo lado.
Dejemos para el otro mes esto de las elecciones porque no hay candidato para nada.",
"Giovanny198609
",1,1.0,voy a matar a tu madre perro,
jorgepubliradio,0,0.0,Quiero conocer a tu madre 😍. Vamos los tres a comer pollo y tomar consomé?,
"carpendiem19
",2,1.0,jajajaja si la gran zorra de tu madre juega mejor que vos inutil,
"BlancoLauren
",0,0.0,"Deseo ser para ti más que tú madre tu amiga, tu apoyo, tu amor. Aún me parece un sueño que estes conmigo, abrir los ojos y saber que estás ahí, es lo mejor que me ha pasado, te amo, gracias por existir por ser el dador de mi título de mamá, que llevo con orgullo 🥹♥️ Te amo♥️",
"willdormdavid
",1,1.0,"Así he de ver a tu padre y de paso a la rata imunda de tu madre,no lo dudes",
"CarlosSolarte__
",0,0.0,Honra a tu padre y a tu madre todos los días de tu vida. No un día en especial.,
"jfran1972
",2,1.0,Asco le debió dar a tu madre cuando te parió.,
"mom_julieta
",0,0.0,"Siento mucho lo de tu abuelo, Jhoan. Él está en tu memoria a través de tu madre. 
Hay una justicia divina que escapa a nuestro entender.",
"Victor_Rente7
",2,1.0,Instagram de tu madre?,
"felipepoet
",0,0.0,Gracias por tus respetuosas palabras. Admirable la educación que pudo darte tu madre. Saludos y un besito.,
pizzeriapanucci,2,1.0,Eso me dijo tu madre cuando la cogi.,
juayluda10,3,1.0,"sos una decepción para tu madre, matate mejor",
"mauro10151
",2,1.0,"tu madre te mantuvo solo por pesar, eso es lo quedas, pesar",
"magol14
",2,1.0,ahí vi a tu madre disfrazada…,
"sambrc420
",2,1.0,A tu madre hay que ponerle bozal en la vagina pa que no de engendros como vos,
"Zussy_1D
",1,1.0,Acabas de arriesgar la vida de tu madre y la de tu familia,
molye62,2,1.0,"Tarea de que imbecil, si tu solo eres el esclavo de tu madre",
RTMcolombia,0,0.0,"Si estás buscando qué preparar para festejar a tu madre en su día, acá te dejamos algunas recetas de tortas que puedes realizar fácilmente 🍰",
orate_iracundo,1,1.0,En 15 días pongo en cuatro a tu madre,
"NoticiasCaracol
",0,0.0,Un grupo de especialistas de Bucaramanga practicó un novedoso procedimiento médico a una bebé de seis meses de gestación en el útero de su madre. Con este se logró evitar que la niña sufriera de hidrocefalia y una malformación.,
RTVCnoticias,0,0.0,"Bajo observación médica permanece la bebé de ocho meses que fue rescatada en Sahagún, #Córdoba, luego de ser extraída del cuerpo de su madre, quien murió en las últimas horas.",
Jantiuribista,0,0.0,"No conocí a Telésforo Pedraza, pero quienes sí lo conocieron dicen que era un tipo de buen humor. De su nombre decía que sus padres le pusieron “Telésforo”, porque su madre quería ponerle ‘teléfono’ y su padre ’semáforo’, así que mezclaron los dos.",
"_ajaytuque
",0,0.0,"Esto es DEMASIADO hermoso. Qué bien cantan los hijos de Shakira, se nota lo cercanos que son a su madre, heredaron su talento para la música. Gracias Shakira por hacernos parte de esto, sé que muchas madres e hijos se sienten identificados Ustedes tres.",
"infostaycol
",0,0.0,"Chan dice que normalmente se olvida de los días importantes, ¡pero le compró a su madre un collar que ella realmente quería con sus hermanos para el Día de la Madre de este año!",
criticolombia,0,0.0,"Después de más de 30 años de extraviada al ir a la tienda por un mandado, mujer se reencuentra con su madre después de una búsqueda incansable y gracias a una publicación en redes sociales donde la reconocieron y dieron aviso a la policía. Qué historia tan bella me hizo llorar!",
Fennix73,0,0.0,"Ahora bien, si la víctima de Unicentro hubiera estado armada, posiblemente el perpetrador en estos momentos también estaría muerto, pero el niño de 4 años hoy tendría a su madre viva.",
"Licendafo
",0,0.0,"“El que no quiere a su madre, la lleva a un restaurante mañana a almorzar”.",
emanueldavid25,2,1.0,Y q espera entonces pa largarse de acá y así no soporta mas basura como es usted chao mija q acá nadie la quiere more donde la aceptan cosa q veo difícil pero lárguese ya y no joda mas,
Carlosfe04,2,1.0," A ""la camila esa"" nadie la quiere.",
"Ralie16v
",0,0.0,"Odio eterno, ver a mi hija enferma.",
00titap,0,0.0,"Es como que, cuando estaba súper enferma, la gente me decía: eres muy fuerte, soportar todo esto… AMIGO HAY ALGUNA OTRA OPCIÓN?",
"ArnobiaH
",2,1.0,Vieja lesbiana y menopausica dejé de hablar basura,
"_Arquetipo
",0,0.0,"Quiero muuuuchoooo chocolate chocolateeee, si yo no fuera lesbiana me preocuparía vivir tan antojada.",
"elaballarde
",2,1.0,"Eres culo de marica , no comentas nada bueno",
"Lindamorav
",0,0.0,Una queda en shock marica,
"msl_ang
",2,1.0,"ESA MALCAGADA, SE ESTA ES HACIENDO LA MARICA",
123xli,0,0.0,"Necesito llorar y sacarme esto ya, pero claro aquí la marica se come las emociones y no puedo llorar, ni moverse",
"Natafen_
",2,1.0,Negro tenía que ser,
"Siillvviiss
",2,1.0,Paola sos una perra hpta,
Aldair07Garcia,2,1.0,"Pues para cuando me recojan la mía , perra desvalorizada",
"andreselcambio7
",0,0.0,"En el pueblo donde vivo estan vendiendo casa horribles a 130 millones, de un solo piso... perra vida.",
"darlizacastro
",0,0.0,Ex perra porque ya tengo marido,
"Felipe_Mera
",2,1.0,DEJA DE SUBIR TODO A TUS ESTADOS PERRA,
alejopineda_,0,0.0,"Ojalá fuera así de perra, pero me enculo fácil",
"marianbarrt
",0,0.0,Olerle las orejas a mi perra,
"Alerma18
",2,1.0,Perra quejona,
OtroMore_,2,1.0,Sapa perra esa,
"LaVisionDeJuan
",0,0.0,"Quiéreme quiéreme quiéreme, como me quiere mi perra",
"Gabrielindaaaa
",2,1.0,Perra hpta pecueca me cae tan mal,
"dc_andres
",0,0.0,Hace más de 20 años a mi y a mi perra nos atacaron 8. Los dueños de este tipo de perros deben ser más responsables.,
feloaiza3,1,1.0,"Sisas, le voy a dar un traque a esa Sapa perra ",
"dominanteccc777
",0,0.0,Soy tu perra papi,
"tuchirrifav
",2,1.0,"sos re perra, vacía y chismosa, gas",
"janloz70
",0,0.0,La perra carrillo un histórico que ama la institución sacara de sus ahorros y prestara 5 mil millones noticia en desarrollo no paga 1 si no 2 quincenas,
"JulianSarasty
",1,1.0,Esta perra hijueputa esta buscando que yo la cague a trompadas,
"___CM1
",0,0.0,"Una hora me dura la tristeza, después de eso, vuelvo a ser una maldita perra.🔥",
"CristianCapooo
",2,1.0,La perra de su mama tambien tiene la tetas escurridas,
"efrencormach
",0,0.0,Lo echaron de una organización que nadie en su perra vida había escuchado hablar.,
"sunnyvbz
",0,0.0,Yo no soy una mantenida perra,
"moreanney
",2,1.0,Perra sarnosa,
Yosoyjoseiba,0,0.0,"Corre, corre perra!!!!! Corre…",
sugarba42292808,2,1.0,una perra como tu debe estar siendo usada,
"sugarba42292808
",2,1.0,creo que unos simples dedos no sirven para una perra como tu,
nati25zan,0,0.0,"No digo que no, claramente el poder de la mordida es diferente. Pero todos los perros deberían salir con bozal. A MI me mordio un french hace dos años y otro perro peque hace meses. A mi perra, siendo cachorra, la atacaron labradores en diferentes ocasiones.",
Juarez0310,2,1.0,Esta gran perra aguanta meterle su golpiza,
moreanney,2,1.0,Malas energías las de esa perra,
"uno_lamr99
",0,0.0,"Estás mojigatas arrapastrosas creen que por que soy feminista, no me van a sacar la mierda y no haré con el culo de ellas un balero, perra ubíquese.",
"luchl_2518
",2,1.0,Papi deja de hablar tanta mierda q a vos en tu casa ni te conocen perra hp,
Paola__Andrea,0,0.0,"Que perra hp semana, quiero como estar arrunchada y perderme por este finde, pero bueeeeh",
Camiquintero31,0,0.0,Toda la Perra vida viviré con eso 🥺😢💔,
PJMslns,2,1.0,de todas las personas que existen tenia que ser esta perra,
PJMslns,2,1.0,ugh como odio a esta maldita hija de perra,
elaballarde,2,1.0,"Llora perra llora , perra",
Yuleidissc,2,1.0,Ve a comprarle la comida a la perra es lo que es,
LaQueNoTeMiente,0,0.0,"Dani si algo saben los rolos es montar alcaldes pecuecos que acaban hasta con el nido de la perra, no saben elegir ni la ropa que se ponen, la mamertería los tiene jodidos! A los paisas les gusta vivir bien, aman su tierra tienen dignidad La cagaron con pinturita y van a corregir",
carlosenriqque,2,1.0,"Peruano setenta hpta. Igualado peruano hijo de perra, aborto de mico.",
juansebas0327,0,0.0,Le tengo una encuesta buena un grupo de WhatsApp al que pertenezco casi 200 personas y no encuentro ningún apoyo para Perra flaca y menos para sancocho.,
iDragonz_,2,1.0,"En serio, desinstala twitter si a la primera que te dicen algo vas a chillar como perra XD",
delporvee,0,0.0,"Una hijueputa perra me insultó porque a ella se le ocurrió la brillante idea de mandarme fotos del chocho, como si uno se las hubiera pedido, como si ver vaginas en fotos sirviera para algo.",
Anrezperez,0,0.0,Yo quiero banear a esos hijos de perra que se portan mal 😡,
IraqDiscord,2,1.0,Esta perra no quiere pagar ni con la cuca,
Itoldyoutosm,2,1.0,Estupida la perra que te parió. Y mongolica la que tienes entre las patas. Inhala amoniaco a ver si se te despiertan esas neuronas y conectas una.,
CaracolRadio,0,0.0," El corto animado ‘La Perra’ dirigido por Carla Melo Gampert, es la única producción colombiana que competirá en el Festival Internacional de Cine de Cannes 2023",
trucklove4,2,1.0,"Daniela Franco fue la encargada de darle mala imagen a todas las danielas, perra loca no perdonaba ni los desahuciados.",
pachevega,0,0.0,"Ahora hay justificación para tood y toca tomarse el tiempo de analizar cada acción  verdad por favor 🥱🥱🥱 total asco produce ver el vídeo ,  cuando jbalvin saco el vídeo de Perra también toca tomarse el tiempo de analizar 🤣🤣🤣🤡",
RicardoChaves92,2,1.0,Costeño culo roto siempre serás una maldita perra,
miguelsarruf,2,1.0,Tu lo único que haces es hablar mir4da y andar con la perra alegre con el poco de machos atrás. Prostituta,
Heidi01992,0,0.0,"Tenemos una perra pitbull y es demasiado amorosa y muy protectora con el hijo de mi prima, incluso tuve un perro criollo que era agresivo hasta el punto de morderme por lo mismo porque a ese lo eduque mal. es responsabilidad del dueño.",
ABUENOPADRE,0,0.0,es normal que yo a mi papá le diga marika y el a mi perra y ninguno de los 2 se moleste?,
sunflowerxbg,0,0.0,Así se levanta mi perra 😭😭😭😭,
dannamejiac,2,1.0,"usted tan perra y tan sufrida, no bb",
Anasofiah_o,0,0.0,Necesito estar con mi perra y mi gata encima ya,
Hitzuki_,0,0.0,"Malparida perra hijueputa vida, maldito sea el día en el que Quackity metió a esos huevos al servidor",
RandyCorreaVE,0,0.0,"Nikki, la perra que sobrevivió sola durante meses en las calles de Detroit con un peluche como compañero",
antioetro,2,1.0,Rata malparida aborto de momia gonorrienta,
ColCuarentena,0,0.0,Enseñemos que el aborto es matar al indefenso.,
conygdk,2,1.0,Solo busca likes el aborto mal hecho,
Jjuanitamayorga,0,0.0,No faltaba el macho que compara el aborto con una balacera jahsjahsjss,
redesechable,0,0.0,"Defender la despenalización del aborto, no es apoyarlo. Para mí el aborto no está bien, pero tampoco que el Estado meta sus narices en algo que ni siquiera puede evitar.",
RICARDO61184319,2,1.0,"Ese 70 hpta es un error, un aborto",
moonlightmeaw,2,1.0,De que sirve que legalicen el aborto si usted ya nació,
LaMalditaNutria,0,0.0,"Hace unas noches soñé que me decían que estaba embarazada, en el sueño sentí  felicidad y confusión porque después de un aborto voluntario y uno espontáneo la psique queda herida, solo pensé en que no quería más perdidas.",
ElMundoDeJacc,2,1.0,jajajaja usted parece que nació y creció siendo un aborto de cucaracha.,
MorganElMichi,2,1.0,"Bueno, @richizuluaga es un aborto fallido, así que técnicamente no tiene madre",
madiaz24431169,0,0.0,"En qué se diferencia un ""feminicidio"" de un ""aborto""?",
abi_libertario,2,1.0,Señora Elena ¿Por que no lo abortó?,
JohnFredyCanoC,2,1.0,"¿Por qué eliminó el trino anterior? Desinformar es lo tuyo, aborto de chucha.",
ifmnoticias,0,0.0,"La Red Provida Latam, exige a la Alcaldía de Medellín dar otras opciones distintas al aborto",
LilyamVas,0,0.0,"Pura agenda progre. Aborto, feminismo, cambio climático, lgtbxqy y z. Cambio, cambio. Xo el cambio puede ser xa bien o xa mal. "",Igualdad,"" q no se reproduzcan, q piensen igual. Les enseñan libreto y lo repiten como loros.",
asbucaro70,2,1.0,Preguntarle a su madre por que no lo aborto y lo dejo crecer sin cerebro..jajaj,
Annuaria96,0,0.0,Decir que legalicen el uso de armas así como se puede tener perros de raza “peligrosa” es como decir que por legalizar el aborto también se pueda empezar a matar gente a la ligera.,
canbibland,2,1.0,Este es otro aborto de la naturaleza hp,
_xannysm,0,0.0,"Eso no es una generalidad, algun caso habrá pero no es la norma, un aborto no es un proceso lindo y ademas abortos recurrentes conducen a la infertilidad. ",
vladguer73,2,1.0,Habló el aborto de mico.,
Josemar66334695,3,1.0,Malparida aborto de mico Ojalá te maten por habladora de MIERDA,
kimvsheen,0,0.0,Ese aborto de la naturaleza pagará con enfermedad y miseria de la justicia divina nadie escapa,
Kahetennis,0,0.0,"Mi esposo y yo diferimos, sobre aborto, matrimonio igualitario y adopción por parejas del mismo sexo. Estamos de acuerdo en que No estamos de acuerdo y eso nunca a sido problema en nuestra convivencia, tenemos unos debates hasta cheveres, en política si pensamos igual",
Valeriareina01,2,1.0,"Me intentas dar celos, vos un aborto de mico a mi?",
Cruz__11,2,1.0,"Uy no, si va a tuitear que sea con ortografía aborto de mico.",
Cruz__12,2,1.0,Doblegado aborto de mico hp callate!!!!,
Secretosky_,2,1.0,"Sos un bobo grande, retrasado. Cuanto le pagan por hacer el ridículo?",
Zatchfrids,0,0.0,"Una última cosa antes de ir al trabajo, ya sabía que Goku en DBS es un retrasado, pero no tan exagerado y por pendejo perdió contra Frost (el Freezer del universo 6) Una cosa es ser alguien de buen corazón y otra cosa es ser un pelotudo.",
Ipleitos,0,0.0,Me he retrasado un poco con los próximos videos en el canal pero estoy contento con los resultados. Se vienen cositas interesantes dentro de poco 😳,
Lin_Rin5,2,1.0,"este que me dice que el dualismo mente-cuerpo es real y que la mente puede existir por fuera del cuerpo, debe ser 1. Uribista. 2. retrasado.",
TheSocialTrend0,2,1.0,Ay que ser muy retrasado en la vida para salir con lo que salis vos,
KeinerLpez1,2,1.0,"Lo dicho de este subnormal, retrasado sólo hablar mierda 💩💩 claro porque el Real Madrid los títulos los a ganado con jugadores de la cantera sin gastar un dólar pendejo, la tienes hasta la tráquea payaso tarado. ",
MacatgonMaria,2,1.0,Payaso ridiculo retrasado mantenido paraco y sicario .,
sietexcordesz,2,1.0,Por qué siempre hay un retrasado usando estos bots?,
mangelrep,0,0.0,si ya se acabó mercurio retrasado pq me sigo sintiendo triste,
FlsSneider,0,0.0,"desde las 12:30 esperando en el aeropuerto por su hpta vuelo retrasado me lo cambian para mañana a las 6:15 am, y son las 11:30 pm y aún no me dan ingreso a esta mierda de hotel a la cual ustedes me envían",
JuliMarGar,2,1.0,Increíble que haya que explicarle eso 🤡 ¿usted es retrasado mental?,
JesusMo54597067,2,1.0,"Si hay RM  en el perfil, positivo para retrasado mental",
NanoBotero,2,1.0,"Como pagan la seguridad social,  retrasado?",
__Abuelo,2,1.0,"Ah jajajajajajajajaja, venga don retrasado, pero por lo menos ponga Jaime Bukele en su cédula y hasta en el tarjetón, porque ya es copiar la ""idea"" de otro muy de frente",
andres96_carlos,2,1.0,En fin... UN RETRASADO MÁS.,
Angel_XbabyLove,2,1.0,En su cabeza se habra sentido muy intelectual el retrasado 🧐,
juanjo311,2,1.0,Di que eres retrasado sin decir que eres retrasado 🤡,
iDragonz_,2,1.0,"Es oh al iniciar, aprende a escribir retrasado.",
memozukki,2,1.0,Este retrasado sigue con lo mismo?,
Cuentasmanuel,2,1.0,Usted más retrasado aún que lee los trinos de una persona que acusa de enferma.,
